system,method,shots,computer,Moment 0,Moment 1,Moment 2,Moment 3,Moment 4,Moment 5,Moment 6,Moment 7,Moment 8,Moment 9,Moment 10,Moment 11,PDS 1,PDS 2,PDS 3,PDS 4,PDS 5,PDS 6
linear_4,mix,471600,qasm simulator,1.0,1.8664563617245002,12.703470031545736,24.342797055730856,269.2103049421663,55.34894044640484,8487.692689457186,-23777.5459726949,379950.9479901019,-2113701.9809200317,21352146.26490879,-152672931.64195305,1.8664563617245002,-3.5120640104444045,-6.179494613558664,-7.606059961068251,-8.074060020547755,-8.274676307171498
linear_4,mix,471600,qasm simulator,1.0,1.874342797055731,13.148264984227131,21.79968454258676,308.16088328075693,-274.6197080594453,12281.789156345665,-61208.98177961489,777028.5987837544,-6151757.89763692,62965772.2712624,-575636710.8123745,1.874342797055731,-3.8521360897063546,-7.008786760469846,-8.785720484625166,-9.499475032277074,-9.787660406628696
linear_4,mix,471600,qasm simulator,1.0,1.8859095688748684,13.004206098843317,22.190851735015762,299.8685594111469,-222.59617566160537,11552.399230032961,-54453.73126982383,700583.9134175585,-5378828.144637021,54806758.386380315,-492317469.89273894,1.8859095688748684,-3.7957601235292024,-6.91052233103666,-8.618550830345281,-9.378796918301544,-9.734831782335021
linear_4,mix,471600,qasm simulator,1.0,1.8559411146161935,12.886435331230286,22.713985278654057,292.01997896950587,-164.24644527668588,11035.559347835982,-50409.17950856324,667764.9551234356,-5125539.705258261,52854636.546144105,-477841453.4102816,1.8559411146161935,-3.686777847681899,-6.813474095658475,-8.657593183280085,-9.45286440166467,-9.760782380214167
linear_4,mix,471600,qasm simulator,1.0,1.9458464773922188,13.26603575184018,23.739747634069403,304.95583596214465,-177.17333840965952,11556.31067922048,-52089.488958127266,685225.7440190563,-5152355.104547858,52583926.90402221,-467208236.92015034,1.9458464773922188,-3.8112386059126777,-6.886051901664931,-8.572194114056455,-9.310058714504304,-9.707803571170274
linear_4,mix,471600,qasm simulator,1.0,1.8953732912723453,12.493165089379598,26.439011566771825,259.4731861198745,164.4347484887585,7945.3621976003205,-19068.96342196176,358743.98255688854,-2005413.4796584377,21647875.35619232,-163940401.89428943,1.8953732912723453,-3.298880226793781,-6.029571170587289,-7.746997026242729,-8.513846731626384,-9.046771018604709
linear_4,mix,471600,qasm simulator,1.0,1.9900105152471084,12.574132492113561,28.612513144058916,256.8296529968452,243.58818303781908,7648.154778451761,-15735.147317921374,343780.88931076624,-1902455.2826946885,21507162.712179855,-167210336.6038596,1.9900105152471084,-3.2250241725305333,-5.926002506408556,-7.826674578056082,-8.790461191615321,-9.314024497930308
linear_4,mix,471600,qasm simulator,1.0,1.9679284963196637,12.609884332281814,28.42323869610939,254.9116719242902,265.2867994799333,7252.686193831638,-11616.001207785832,293918.46293505037,-1384359.9665845903,15908842.14681184,-109572733.28671047,1.9679284963196637,-3.2344447152273257,-5.770573772540171,-7.434855099356508,-8.207277364681822,-8.587602301038046
linear_4,mix,471600,qasm simulator,1.0,2.0436382754994744,12.805467928496315,28.69453207150371,270.34805467928487,135.85179458490666,9157.175076274416,-31688.712055756754,522903.3113054142,-3800782.8813235997,41603202.792680256,-376020379.7896199,2.0436382754994744,-3.350690287304546,-6.422875277802614,-8.75958529917742,-9.609700963041739,-9.823048626887621
linear_4,mix,471600,qasm simulator,1.0,1.8454258675078863,12.914826498422707,23.083070452155606,293.29232386961127,-138.40446405909185,10876.6956938135,-46767.89188806525,626334.4388035056,-4586357.913850366,46747929.116120756,-408721056.98797894,1.8454258675078863,-3.653587586019262,-6.770209523480396,-8.461620978008439,-9.191115479060826,-9.657522586373236
