system,method,shots,computer,Moment 0,Moment 1,Moment 2,Moment 3,Moment 4,Moment 5,Moment 6,Moment 7,Moment 8,Moment 9,PDS 1,PDS 2,PDS 3,PDS 4,PDS 5
linear_4,mix,21501,qasm simulator,1.0,1.8167020523708421,7.072186836518046,9.515830751917212,88.34078173401551,-92.85885164688537,1874.8331883099568,-7776.868237559895,61145.20716299466,-354694.610571624,1.8167020523708421,-3.4203718859101984,-5.671066354716409,-6.331686978804235,-6.459253808508122
linear_4,mix,21501,qasm simulator,1.0,1.826610049539986,7.069355980184004,9.650980938127223,84.51337115543029,-64.2193101527965,1647.504983003263,-6230.998723794275,50592.89465501844,-285157.9761581568,1.826610049539986,-3.4129080807069943,-5.382899133146027,-6.363733879798847,-6.469286009496035
linear_4,mix,21501,qasm simulator,1.0,1.8520877565463554,7.092002830856334,8.659021034190724,97.77746452728177,-164.57033633821786,2394.5992481988087,-11302.057997749238,84723.46711449887,-509646.72150870715,1.8520877565463554,-3.7303848063638245,-6.1538768526878895,-6.402312933541638,-6.460580324487589
linear_4,mix,21501,qasm simulator,1.0,1.853503184713376,7.032554847841473,10.28496513637999,86.24682978896193,-73.21173413154204,1780.4529486153162,-7114.739131948062,57212.62952908006,-328934.6396691144,1.853503184713376,-3.3140705399423003,-5.680699546333951,-6.332892948565052,-6.459226915312206
linear_4,mix,21501,qasm simulator,1.0,1.894550601556971,6.834394904458598,10.940900073091784,83.24166695671344,-62.92259232188207,1735.290301996682,-6947.250693211742,56476.0923160813,-325894.7183065909,1.894550601556971,-3.155653211476391,-5.87771203334854,-6.348642311599275,-6.458305048623392
linear_4,mix,21501,qasm simulator,1.0,1.8860580325548482,6.814578910120311,10.798220273108026,85.66413745895836,-82.10939403431802,1883.8152634204628,-7963.144675321653,63382.594329005755,-371442.3768403464,1.8860580325548482,-3.1620395170107485,-6.079926340515394,-6.385966206953864,-6.457939077594246
linear_4,mix,21501,qasm simulator,1.0,1.870488322717622,7.0325548478414746,10.821319596718988,84.37391667536804,-54.86198415184518,1677.5453807153717,-6386.154652930049,52639.46019978425,-298742.6574895867,1.870488322717622,-3.2242937902386073,-5.613270486204758,-6.321759616711567,-6.4587621116104765
linear_4,mix,21501,qasm simulator,1.0,1.7473460721868368,7.196744515215851,7.8506143190282325,94.90349564349773,-140.28142656596233,2137.6267330293635,-9493.282308308097,71756.30411982413,-423078.3217546665,1.7473460721868368,-3.65462030125343,-5.685587433552742,-6.36675019522376,-6.462439876153927
linear_4,mix,21501,qasm simulator,1.0,1.8747346072186837,6.794762915782023,10.42699523163134,84.31794925341961,-79.67019363521393,1821.4363231352875,-7607.201095216554,60557.91353126122,-353340.8778787139,1.8747346072186837,-3.22286219733968,-5.945525034321282,-6.35828818444702,-6.458217146132018
linear_4,mix,21501,qasm simulator,1.0,1.8888888888888888,6.769285208775655,11.22210620352001,76.2077778937965,-17.074924877890037,1369.8045200886374,-4534.430603413277,40018.31296044925,-218260.93848688353,1.8888888888888888,-3.0285541418981405,-5.370512930727927,-6.30174006039966,-6.46451734368819
